,NUM_EXP,ADR1,ADR2,COMMUNE,CP,CC,LATITUDE,LONGITUDE,GEO_SCORE,DEP,polyID,degrees
656,44129240.0,LA MORICAIS,,PONTCHATEAU,44160,44129,47.465876,-2.132677,0.81,44,656,31
657,44028070.0, LA PETITE VIGNETTE,,LE CELLIER,44850,44028,47.324407,-1.363653,0.88,44,657,13
658,44087120.0,2 LA JULIERE,,MACHECOUL ST MEME,44270,44087,46.993816,-1.778832,0.72,44,658,38
659,44051103.0,LE COUDRAY,,DERVAL,44590,44051,47.611239,-1.68883,0.75,44,659,35
660,44156178.0,LE BOUSSON,,CORCOUE SUR LOGNE,44650,44156,46.948032,-1.655179,0.83,44,660,31
661,44083003.0, LA SAUZAIE,,LA LIMOUZINIERE,44310,44083,46.96953,-1.633992,0.95,44,661,26
662,44174027.0,LE PE-GOBIN,,ST LUMINE DE COUTAIS,44310,44174,47.047746,-1.74395,0.73,44,662,32
663,44038031.0,10 LA HOUSSERIE,,CHAUVE,44320,44038,47.180131,-2.000867,0.74,44,663,21
664,44128085.0,LE TERTRE BLANC,,PLESSE,44630,44128,47.522696,-1.865573,0.67,44,664,43
665,44048063.0,LA CHEVALLERIE,,COUFFE,44521,44048,47.387791,-1.252973,0.81,44,665,23
666,44147183.0,LA CHEVALERIE,LA ROUXIERE,LOIREAUXENCE,44370,44213,47.38818,-1.035233,0.59,44,666,19
667,44073004.0,1 LA SERVANTIERE,,HERIC,44810,44073,47.402738,-1.668322,0.73,44,667,35
668,44057310.0,25 LA CATEE,,FEGREAC,44460,44057,47.568616,-2.02266,0.64,44,668,32
669,44093021.0,LA COCAUDIERE NEUVE,MAUMUSSON,VALLONS DE L ERDRE,44540,44180,47.523858,-1.236539,0.56,44,669,40
670,44050047.0,LA ROBINAIS,,CROSSAC,44160,44050,47.41103,-2.154423,0.63,44,670,26
671,44212200.0,LA TOUCHE,,VALLET,44330,44212,47.171317,-1.305532,0.45,44,671,10
672,44044037.0,LE MOULIN DES GRUTIERES,,CONQUEREUIL,44290,44044,47.64166,-1.74259,0.82,44,672,38
673,44187116.0, LE PONT CAILLAUD,,ST PERE EN RETZ,44320,44187,47.223934,-2.02093,0.65,44,673,32
674,44219145.0,LA CHARBONNELAIS,VRITZ,VALLONS DE L ERDRE,44540,44180,47.616511,-1.108046,0.56,44,674,21
675,44097006.0,TREVIN-PENLOC,,MESQUER,44420,44097,47.3939,-2.448637,0.42,44,675,27
676,44180130.0,LIEU DIT LA BALAISERIE,VRITZ,VALLONS DE L ERDRE,44540,44180,47.571677,-1.086654,0.6,44,676,38
677,44059010.0,3 LA COUSSAIS,FRESNAY EN RETZ,VILLENEUVE EN RETZ,44580,44021,47.03493,-1.859266,0.57,44,677,27
678,44191014.0,L'ORGERIE,SAINT SULPICE DES LANDES,VALLONS DE L ERDRE,44540,44180,47.574027,-1.207908,0.68,44,678,37
679,44081057.0,LA DUCHERE,,LEGE,44650,44081,46.883021,-1.534939,0.95,44,679,18
680,44187531.0,LA CARREE DU SUD,,ST PERE EN RETZ,44320,44187,47.219155,-2.123555,0.73,44,680,19
681,44195086.0,LA FORET,,SAVENAY,44260,44195,47.348732,-1.959527,0.74,44,681,29
682,44024032.0,LE TORDREAU,,BRAINS,44830,44024,47.175889,-1.741196,0.36,44,682,29
683,44075336.0,LE COUDRAIS,,ISSE,44520,44075,47.617744,-1.472281,0.61,44,683,33
684,44131015.0,LE CHATELIER CLION,,PORNIC,44210,44131,47.118862,-2.026172,0.67,44,684,17
685,44158104.0,21 LE RUAUD DE LA VILLATE,,ST ETIENNE DE MONTLUC,44360,44158,47.246136,-1.758818,0.73,44,685,36
686,44144039.0,58 CHEVASNE,,RIAILLE,44440,44144,47.517115,-1.303744,0.4,44,686,33
687,44061006.0,SAINT-JOSEPH,,FROSSAY,44320,44061,47.252861,-1.954873,0.77,44,687,26
688,44028084.0,LA GRANGE,,LE CELLIER,44850,44028,47.348597,-1.362205,0.86,44,688,18
689,44118093.0,LA CHARREE,,PANNECE,44440,44118,47.49307,-1.253658,0.54,44,689,41
690,44011071.0,LA MENERIE,BELLIGNE,LOIREAUXENCE,44370,44213,47.473607,-0.971912,0.62,44,690,24
691,44011402.0,LES CHARMERAIES,BELLIGNE,LOIREAUXENCE,44370,44213,47.47162,-1.031447,0.62,44,691,26
692,44124100.0,LA COURTAIS,ND,LE PIN,44540,44124,47.592589,-1.181047,0.81,44,692,39
693,44061551.0, LA BERNARDIERE,,FROSSAY,44320,44061,47.221251,-1.962266,0.79,44,693,34
694,44213038.0,LA MARTINIERE,,LOIREAUXENCE,44370,44213,47.394318,-1.037343,0.64,44,694,21
695,44073794.0,SAINT-JEAN D'ERVILLE,LA RELANDIERE,HERIC,44810,44073,47.395761,-1.673953,0.43,44,695,32
696,44072162.0, KERCHUS,,HERBIGNAC,44410,44072,47.468149,-2.294816,0.75,44,696,20
697,44066263.0,LA GALLOTIERE,,GRANDCHAMPS DES FONTAINES,44119,44066,47.337293,-1.59568,0.84,44,697,25
698,44187081.0,LA BASSE GOGUILLAIS,,ST PERE EN RETZ,44320,44187,47.260691,-2.054499,0.74,44,698,26
699,44033015.0,LA BERTHELAIS,,LA CHAPELLE LAUNAY,44260,44033,47.36223,-1.974133,0.9,44,699,28
700,44015484.0, LA COLLE,,BLAIN,44130,44015,47.472326,-1.702845,0.71,44,700,39
701,44174197.0, 3 LA MIOTTIERE,,ST LUMINE DE COUTAIS,44310,44174,47.043896,-1.710882,0.68,44,701,27
702,44128038.0,20 RUE BASSE LE COUDRAY,,PLESSE,44630,44128,47.558795,-1.839845,0.63,44,702,44
703,44161016.0,48 LES MORTIERS,,ST GILDAS DES BOIS,44530,44161,47.491676,-2.058599,0.72,44,703,37
704,44001062.0, LES BREILS CLEMENT,,ABBARETZ,44170,44001,47.560507,-1.486556,0.82,44,704,35
705,44019028.0,LA PRIOURAIS,,BOUEE,44260,44019,47.31751,-1.90944,0.41,44,705,21
706,44047021.0,3 IMPASSE LA CAILLETERIE,,COUERON,44220,44047,47.251261,-1.72798,0.78,44,706,39
707,44082377.0,233 LE PUITS SALE,,LIGNE,44850,44082,47.411061,-1.350841,0.79,44,707,31
708,44214038.0,LA DROUETTERIE,,VAY,44170,44214,47.553639,-1.701837,0.37,44,708,38
709,44087491.0,LA ROBINIERE,,MACHECOUL ST MEME,44270,44087,46.978532,-1.808644,0.76,44,709,37
710,44129048.0,29 PIMPENELLE,,PONTCHATEAU,44160,44129,47.406028,-2.105389,0.78,44,710,33
711,44119051.0,2 BIS LA HAUTE FOLIE,,PAULX,44270,44119,46.993485,-1.763857,0.61,44,711,35
712,44102357.0,LE PLISSONNEAU,,MONTBERT,44140,44102,47.079044,-1.432818,0.63,44,712,29
713,44073119.0,LE FUT LEVE,,HERIC,44810,44073,47.445616,-1.599849,0.74,44,713,40
714,44033247.0,34 BELLEBAT,,LA CHAPELLE LAUNAY,44260,44033,47.346065,-1.97668,0.75,44,714,28
715,44096404.0,LANDES,,MESANGER,44522,44096,47.429891,-1.200599,0.66,44,715,36
716,44104012.0,LE BOIS LONG,,MONTRELAIS,44370,44104,47.420861,-0.985792,0.79,44,716,25
717,44217044.0,LAND?ROHAN,,VIGNEUX DE BRETAGNE,44360,44217,47.33865,-1.735389,0.69,44,717,26
718,44130055.0, LE LANDAIS,,PONT ST MARTIN,44860,44130,47.13075,-1.565948,0.47,44,718,13
719,44161021.0, LA MITERNE,,ST GILDAS DES BOIS,44530,44161,47.509928,-2.056785,0.49,44,719,35
720,44124099.0, LES ABBAYES,,LE PIN,44540,44124,47.58784,-1.153987,0.62,44,720,41
721,44054418.0,LA ROUSSIERE,,ERBRAY,44110,44054,47.646057,-1.287143,0.5,44,721,47
722,44199496.0,LA MESLAIS,,SOUDAN,44110,44199,47.721224,-1.267601,0.74,44,722,19
723,44087006.0, LA BITAUDERIE,,MACHECOUL ST MEME,44270,44087,46.97401,-1.847857,0.77,44,723,22
724,44056053.0,2 LA MORDELAIS,,FAY DE BRETAGNE,44130,44056,47.395189,-1.771952,0.77,44,724,45
725,44066027.0,LE TERTRE,,GRANDCHAMPS DES FONTAINES,44119,44066,47.368433,-1.611101,0.61,44,725,30
726,44015167.0,LA NOE MARIE,,BLAIN,44130,44015,47.477717,-1.802008,0.76,44,726,35
727,44005018.0,5 LA BUNIERE,,CHAUMES EN RETZ,44320,44005,47.120202,-1.955206,0.54,44,727,42
728,44161225.0,BELLE VUE,,ST GILDAS DES BOIS,44530,44161,47.51931,-2.030792,0.52,44,728,32
729,44149052.0,4 LES TERTRES,,SAFFRE,44390,44149,47.479108,-1.564298,0.69,44,729,37
730,44054123.0, LA MORIVIERE,,ERBRAY,44110,44054,47.698087,-1.380095,0.45,44,730,39
731,44199098.0, LA BARRE,,SOUDAN,44110,44199,47.750482,-1.275177,0.72,44,731,28
732,44073016.0,BEAU-SOLEIL,,HERIC,44810,44073,47.433494,-1.594048,0.74,44,732,38
733,44075008.0,BEAUMONT,,ISSE,44520,44075,47.600579,-1.44066,0.69,44,733,23
734,44191033.0,MARCHIX,SAINT SULPICE DES LANDES,VALLONS DE L ERDRE,44540,44180,47.573999,-1.206876,0.68,44,734,34
735,44158072.0,LES QUATRE VENTS,,ST ETIENNE DE MONTLUC,44360,44158,47.267018,-1.732535,0.76,44,735,43
736,44057438.0,BEAU SOLEIL,,FEGREAC,44460,44057,47.591845,-1.996588,0.76,44,736,40
737,44184035.0,14 CHEMIN VERT L IMMACULEE,,ST NAZAIRE,44600,44184,47.287274,-2.252987,0.54,44,737,19
738,44205038.0,LA BOUINELIERE,,LES TOUCHES,44390,44205,47.442459,-1.447242,0.88,44,738,32
739,44188040.0,8 LOTTRYE,,ST PHILBERT DE GRAND LIEU,44310,44188,47.026037,-1.604964,0.7,44,739,21
740,44224013.0,LE FAYEL,,LA GRIGONNAIS,44170,44224,47.507614,-1.647418,0.86,44,740,51
741,44067199.0,43 TREGUELY,,GUEMENE PENFAO,44290,44067,47.613162,-1.771044,0.72,44,741,32
742,44025065.0, LA THIOLAIS,,CAMPBON,44750,44025,47.413001,-1.933394,0.77,44,742,50
743,44067198.0, LE CLOS CHENY BESLEVILAINE,,GUEMENE PENFAO,44290,44067,47.673648,-1.868427,0.61,44,743,34
744,44128008.0, LE MARCHE A LANDE,,PLESSE,44630,44128,47.598888,-1.937075,0.87,44,744,55
745,44083005.0,3 LE MOULINIER,,LA LIMOUZINIERE,44310,44083,46.977712,-1.66903,0.83,44,745,27
746,44188578.0,91 LES ENFERS,,ST PHILBERT DE GRAND LIEU,44310,44188,47.015208,-1.658973,0.71,44,746,23
747,44145299.0,LA MAISONNEUVE,,ROUANS,44640,44145,47.17245,-1.83297,0.78,44,747,28
748,44113526.0,LA TOUCHE DE BOISSAIS,,NOZAY,44170,44113,47.579657,-1.544571,0.72,44,748,44
749,44197611.0, LA CHENARDAIS,,SION LES MINES,44590,44197,47.709209,-1.565689,0.78,44,749,39
750,44026121.0, Graslan,,CARQUEFOU,44470,44026,47.297116,-1.466824,0.49,44,750,14
751,44146033.0,CHAMBALLAN,,ROUGE,44660,44146,47.775288,-1.414287,0.33,44,751,45
752,44016013.0,LA BOBINIERE,,LA BOISSIERE DU DORE,44430,44016,47.221252,-1.20262,0.94,44,752,25
753,44068103.0,PESLAN NOTRE DAME DE GRACE,,GUENROUET,44530,44068,47.478721,-1.870384,0.85,44,753,45
754,44066077.0,10 IMPASSE DES VERGERS,,GRANDCHAMPS DES FONTAINES,44119,44066,47.361474,-1.634599,0.92,44,754,29
755,44187062.0,LA ROUAUDIERE,,ST PERE EN RETZ,44320,44187,47.215731,-2.067817,0.71,44,755,30
756,44027067.0,123 LA BARILLERE,,CASSON,44390,44027,47.403333,-1.550885,0.64,44,756,30
757,44181016.0, PETITE ROCHE,ST MEME LE TENU,MACHECOUL SAINT MEME,44270,44087,47.040773,-1.800659,0.75,44,757,33
758,44129134.0,22 BEAUMARD,,PONTCHATEAU,44160,44129,47.455401,-2.112405,0.69,44,758,27
759,44114008.0,3 CHEMIN DU PETIT AULNAY,,ORVAULT,44700,44114,47.295662,-1.646253,0.85,44,759,22
760,44073098.0,LA TOURNERIE,,HERIC,44810,44073,47.419716,-1.686267,0.47,44,760,40
761,44084006.0,LA CHEVALERIE,,LE LOROUX BOTTEREAU,44430,44084,47.263919,-1.27758,0.9,44,761,28
762,44054033.0,LA BREGEAUDAIS,,ERBRAY,44110,44054,47.686403,-1.343953,0.35,44,762,40
763,44102049.0,LA HAUTE CHAISE,,MONTBERT,44140,44102,47.082804,-1.492378,0.56,44,763,31
764,44102006.0,LA BAILLERIE,,MONTBERT,44140,44102,47.050015,-1.482059,0.78,44,764,30
765,44109038.0,4 ALLEE DE LA BRISE,,NANTES,44000,44109,47.219392,-1.555711,0.46,44,765,3
766,44124291.0,LA BAZILIERE,,LE PIN,44540,44124,47.56699,-1.102639,0.42,44,766,43
767,44028015.0,CODEAU,,LE CELLIER,44850,44028,47.336703,-1.356786,0.54,44,767,14
768,44068163.0,LE TERRIER-ND DAME DE GRACE,,GUENROUET,44530,44068,47.489475,-1.93087,0.51,44,768,46
769,44075287.0,COTREUX,,ISSE,44520,44075,47.600011,-1.468272,0.49,44,769,35
770,44106014.0,LE MOULIN DE BELLEVUE,,LES MOUTIERS EN RETZ,44760,44106,47.062929,-1.99965,0.64,44,770,12
771,44047358.0,8 IMPASSE DU GUE,,COUERON,44220,44047,47.239088,-1.738009,0.81,44,771,34
772,44072675.0,L ECURIE,,HERBIGNAC,44410,44072,47.451299,-2.317992,0.46,44,772,27
773,44129011.0,TREMEUR,,PONTCHATEAU,44160,44129,47.40245,-2.045782,0.78,44,773,32
774,44131214.0,BOIS MACE STE MARIE SUR MER,,PORNIC,44210,44131,47.132165,-2.15099,0.47,44,774,13
775,44166001.0,LE PE,,ST JEAN DE BOISEAU,44640,44166,47.192717,-1.715509,0.47,44,775,23
776,44093028.0,LA GRELIERE,MAUMUSSON,VALLONS DE L ERDRE,44540,44180,47.491285,-1.127684,0.67,44,776,24
777,44175166.0, KERVY,,ST LYPHARD,44410,44175,47.375778,-2.348971,0.45,44,777,16
778,44215143.0,LA LOUEE,,VERTOU,44120,44215,47.183993,-1.431247,0.55,44,778,10
779,44131292.0,LA BREGEONNIERE,,PORNIC,44210,44131,47.172835,-2.07111,0.55,44,779,27
780,44122044.0, LA FOUCAUDIERE,,PETIT MARS,44390,44122,47.411536,-1.438755,0.7,44,780,26
781,44121127.0, LE PLESSIS,,PETIT AUVERNE,44670,44121,47.597139,-1.263855,0.53,44,781,38
782,44022236.0,LA GERBAUDIERE,,BOUSSAY,44190,44022,47.069475,-1.153548,0.79,44,782,19
783,44099084.0,LA PLOUSERIE,,MOISDON LA RIVIERE,44520,44099,47.609432,-1.353024,0.59,44,783,39
784,44129111.0,SOULAINE ST/ ROCH,,PONTCHATEAU,44160,44129,47.410348,-2.071591,0.63,44,784,28
785,44199420.0,LA BLISSIERE,,SOUDAN,44110,44199,47.698611,-1.252086,0.62,44,785,19
786,44193016.0,LA RICOULAIS,,ST VINCENT DES LANDES,44590,44193,47.652406,-1.519685,0.77,44,786,32
787,44182012.0,LE CHAMP CHEVALIER,,ST MICHEL CHEF CHEF,44730,44182,47.18098,-2.11997,0.65,44,787,26
788,44149043.0, LES BUFFETS,,SAFFRE,44390,44149,47.520619,-1.551018,0.54,44,788,36
789,44219258.0,LE JARRIER,VRITZ,VALLONS DE L ERDRE,44540,44180,47.5635,-1.046089,0.5,44,789,14
790,44081030.0,LES BARRES,,LEGE,44650,44081,46.908678,-1.532579,0.82,44,790,18
791,44025098.0,LAUNAY,,CAMPBON,44750,44025,47.416708,-1.95206,0.71,44,791,45
792,44077008.0,LE CHAMP DES BOIS,,JOUE SUR ERDRE,44440,44077,47.506876,-1.500013,0.83,44,792,30
793,44091016.0,LE FOUY,,MARSAC SUR DON,44170,44091,47.587526,-1.662577,0.68,44,793,36
794,44153075.0, LA BROSSE,,ST AUBIN DES CHATEAUX,44110,44153,47.717042,-1.486879,0.54,44,794,24
795,44007015.0,ERMEIX,,AVESSAC,44460,44007,47.616336,-1.99824,0.71,44,795,40
796,44187069.0,2 LA BOISSERPIERRE,,ST PERE EN RETZ,44320,44187,47.234068,-2.040771,0.67,44,796,29
797,44184052.0,83 ROUTE DE CROMLECH,CHEMIN DES SANSIVES,ST NAZAIRE,44600,44184,47.250668,-2.28755,0.55,44,797,7
798,44144019.0,23 RUE DE L ERDRE,,RIAILLE,44440,44144,47.517748,-1.293544,0.88,44,798,32
799,44055041.0,MANOIR KER ALLAN,,LA BAULE ESCOUBLAC,44500,44055,47.306668,-2.353029,0.66,44,799,19
800,44144072.0,LA HTE PIERRE,,RIAILLE,44440,44144,47.537365,-1.330035,0.5,44,800,27
801,44048081.0, LE RONDIER,,COUFFE,44521,44048,47.385953,-1.313065,0.44,44,801,24
802,44072100.0,LANDIEUIL,,HERBIGNAC,44410,44072,47.439114,-2.356116,0.52,44,802,34
803,44096544.0,LA PROVOSTIERE,,MESANGER,44522,44096,47.399655,-1.214127,0.47,44,803,27
804,44036258.0,BOIS DU PARC,,CHATEAUBRIANT,44110,44036,47.721825,-1.34968,0.79,44,804,56
805,44186389.0,LA JOLENNERIE,,STE PAZANNE,44680,44186,47.103961,-1.774369,0.54,44,805,27
806,44152092.0,2 LA RENAIS,,STE ANNE SUR BRIVET,44160,44152,47.474755,-2.006798,0.67,44,806,42
807,44201295.0,LA CHAUVELIERE,,SUCE SUR ERDRE,44240,44201,47.335624,-1.534221,0.58,44,807,21
808,44025104.0,2 LA MERCERIE,,CAMPBON,44750,44025,47.430023,-1.998544,0.71,44,808,46
809,44007573.0,ECARRE LE PRE CLOS,,AVESSAC,44460,44007,47.619514,-1.918554,0.48,44,809,45
810,44072155.0,22 LES PICLENDECHES,,HERBIGNAC,44410,44072,47.42588,-2.280178,0.41,44,810,18
811,44196019.0,LE PARC ST JEAN,,SEVERAC,44530,44196,47.539427,-2.076559,0.65,44,811,23
812,44077040.0,FORTINIERE DES LANDES,,JOUE SUR ERDRE,44440,44077,47.521105,-1.388384,0.83,44,812,34
813,44091076.0,LA MAILLARDAIS,,MARSAC SUR DON,44170,44091,47.604965,-1.656617,0.74,44,813,33
814,44046142.0,3 LA MORNAIS,,CORSEPT,44560,44046,47.243376,-2.12017,0.54,44,814,16
815,44131616.0,CARROUEE CLION SUR MER,,PORNIC,44210,44131,47.099871,-2.047867,0.42,44,815,13
816,44129186.0,LA CROIX DU RIAU,,PONTCHATEAU,44160,44129,47.461931,-2.115881,0.77,44,816,30
817,44051121.0,12 LA BOUTONNAIS,,DERVAL,44590,44051,47.687642,-1.665441,0.69,44,817,47
818,44930001.0,9 BIS BOUGARRE,,BLAIN,44130,44015,47.475966,-1.840029,0.48,44,818,35
819,44061075.0,LA POITEVINIERE,,FROSSAY,44320,44061,47.220505,-1.971757,0.8,44,819,36
820,44065010.0,MOULIN DE LA HAIE,,GRAND AUVERNE,44520,44065,47.582566,-1.273566,0.85,44,820,31
821,44127283.0,LA SAUVAGERE,,LA PLANCHE,44140,44127,47.025682,-1.468285,0.76,44,821,22
822,44007027.0,COUESSIN,,AVESSAC,44460,44007,47.660988,-1.971755,0.73,44,822,24
823,44020015.0,PETITES BAUCHES,,BOUGUENAIS,44340,44020,47.161301,-1.650251,0.67,44,823,9
824,44125079.0,PARC DES LANDES,,PIRIAC SUR MER,44420,44125,47.375589,-2.543893,0.51,44,824,5
825,44121038.0,LA HOUSSAIS,,PETIT AUVERNE,44670,44121,47.61141,-1.268272,0.51,44,825,47
826,44180098.0, L EPINAY,FREIGNE,VALLONS DE L ERDRE,44540,44180,47.517832,-1.246811,0.59,44,826,42
827,44023009.0,6 BATINE,,BOUVRON,44130,44023,47.406893,-1.880089,0.72,44,827,46
828,44137004.0,LE CHAMPOULAIN,,PRINQUIAU,44260,44137,47.366788,-2.012322,0.7,44,828,35
829,44147037.0, LE DRUILLET,LA ROUXIERE,LOIREAUXENCE,44370,44213,47.38818,-1.035233,0.7,44,829,19
830,44015260.0,LES ETATS,,BLAIN,44130,44015,47.495361,-1.712754,0.73,44,830,41
831,44201463.0,589 ROUTE DE TREILLIERES,,SUCE SUR ERDRE,44240,44201,47.340768,-1.537393,0.74,44,831,21
832,44068202.0,8 BRIVE,,GUENROUET,44530,44068,47.488365,-2.004053,0.65,44,832,39
833,44157021.0,2 LA CLAIRIERE,,ST ETIENNE DE MER MORTE,44270,44157,46.935192,-1.691665,0.75,44,833,29
834,44051593.0,15 LA TOUCHE,,DERVAL,44590,44051,47.691495,-1.68168,0.64,44,834,44
835,44084188.0,GATINE,,LE LOROUX BOTTEREAU,44430,44084,47.247792,-1.319084,0.8,44,835,16
836,44023245.0,7 LA BASSE CAVELAIS,,BOUVRON,44130,44023,47.433693,-1.848994,0.76,44,836,48
837,44128244.0, LE REDURIN,LE DRESNY,PLESSE,44630,44128,47.567867,-1.934027,0.54,44,837,49
838,44015016.0,12 LA FARINELAIS,,BLAIN,44130,44015,47.440405,-1.836474,0.68,44,838,51
839,44161374.0,27 LA FERME ECOLE,,ST GILDAS DES BOIS,44530,44161,47.486819,-2.047116,0.69,44,839,41
840,44067012.0,2 SAINTE CLOTILDE,,GUEMENE PENFAO,44290,44067,47.58057,-1.785706,0.78,44,840,36
841,44131154.0,BEL ESSORT CLION SUR M,,PORNIC,44210,44131,47.099326,-1.96504,0.49,44,841,43
842,44082037.0,LES GRANGES,,LIGNE,44850,44082,47.419906,-1.393311,0.69,44,842,33
843,44197489.0,LE MAFFAY,,SION LES MINES,44590,44197,47.730213,-1.58158,0.54,44,843,38
844,44058172.0,LA PICOISNIERE,,FERCE,44660,44058,47.787217,-1.410265,0.48,44,844,47
845,44138016.0,1 LA COSSARDAIS,,PUCEUL,44390,44138,47.492904,-1.652682,0.71,44,845,50
846,44110013.0,3 LA MAISONNEUVE,,NORT SUR ERDRE,44390,44110,47.417317,-1.572453,0.83,44,846,30
847,44020007.0, CHEMIN DES 9 JOURNAUX,,BOUGUENAIS,44340,44020,47.170287,-1.64777,0.69,44,847,8
848,44052061.0,LA MACHOTTAIS,,DONGES,44480,44052,47.332865,-2.088052,0.66,44,848,17
849,44026378.0,20 CHEMIN DE LA RIVIERE,,CARQUEFOU,44470,44026,47.305847,-1.414375,0.85,44,849,15
850,44052415.0,LE PERRON,,DONGES,44480,44052,47.343736,-2.049028,0.75,44,850,22
851,44202055.0,29 LA LOBRIE,,TEILLE,44440,44202,47.486157,-1.30694,0.71,44,851,39
852,44144007.0, LA PROVOSTIERE,,RIAILLE,44440,44144,47.52282,-1.345787,0.86,44,852,33
853,44201034.0, 135 ROUTE DE PROCE,,SUCE SUR ERDRE,44240,44201,47.3606,-1.564149,0.91,44,853,26
854,44219044.0,LES PONNIERES,VRITZ,VALLONS DE L ERDRE,44540,44180,47.583085,-1.072806,0.54,44,854,18
855,44099027.0,LA ROHOLAIS,,MOISDON LA RIVIERE,44520,44099,47.61399,-1.393389,0.83,44,855,30
856,44001006.0, LA MINETAIS,,ABBARETZ,44170,44001,47.554479,-1.517587,0.77,44,856,39
857,44171110.0, MOULIN CASSE,,ST LEGER LES VIGNES,44710,44171,47.156256,-1.709525,0.67,44,857,23
858,44220002.0, LA BEVINIERE,,VUE,44640,44220,47.200428,-1.923856,0.83,44,858,28
859,44161038.0,LE PARC A MARCHAIS,,ST GILDAS DES BOIS,44530,44161,47.497528,-2.113887,0.79,44,859,32
860,44196034.0,1 ROUTE DES FOSSES NEUFS,,SEVERAC,44530,44196,47.551206,-2.040286,0.45,44,860,26
861,44023030.0,LA MAISON ROUGE,ND,BOUVRON,44130,44023,47.431272,-1.916556,0.77,44,861,51
862,44196025.0,6 ROUTE DE LA MALADRERIE,,SEVERAC,44530,44196,47.554817,-2.051024,0.84,44,862,25
863,44065084.0,LES BASSES MESSIERES,,GRAND AUVERNE,44520,44065,47.58172,-1.300817,0.83,44,863,32
864,44208017.0,LA MACLAIS,,TREFFIEUX,44170,44208,47.611791,-1.53231,0.57,44,864,33
865,44034024.0,84 RUE D ANJOU,LA CHAPELLE ST SAUVEUR,LOIREAUXENCE,44370,44213,47.441476,-0.984162,0.81,44,865,29
866,44047060.0,L'ANGLE,,COUERON,44220,44047,47.22262,-1.709011,0.5,44,866,28
867,44219201.0,LA FEUVRAIE,VRITZ,VALLONS DE L ERDRE,44540,44180,47.616511,-1.108046,0.55,44,867,21
868,44065012.0,12 RUE DES ROCHERS DU VAL,,GRAND AUVERNE,44520,44065,47.591401,-1.333784,0.85,44,868,41
869,44025120.0, LES COLOMBES,,CAMPBON,44750,44025,47.434988,-1.927509,0.41,44,869,51
870,44187020.0,5 PLACE DE LA MAIRIE,,ST PERE EN RETZ,44320,44187,47.207403,-2.044174,0.75,44,870,30
871,44005124.0,BEAU CHENE,,CHAUMES EN RETZ,44320,44005,47.163347,-1.932768,0.82,44,871,29
872,44001075.0,20 LA GODARDAIS,,ABBARETZ,44170,44001,47.570166,-1.497181,0.7,44,872,41
873,44048168.0,JARRIER,,COUFFE,44521,44048,47.365673,-1.326515,0.52,44,873,20
874,44025459.0,6 HAMEAU DE L'AUDRENAIS,,CAMPBON,44750,44025,47.425129,-1.937279,0.65,44,874,56
875,44178026.0,LA BAFFRIE,,ST MARS DE COUTAIS,44680,44178,47.092999,-1.765085,0.71,44,875,21
876,44128381.0, LE CHENE le coudray,,PLESSE,44630,44128,47.557716,-1.840351,0.59,44,876,44
877,44102063.0,BEL AIR,,MONTBERT,44140,44102,47.082756,-1.44426,0.73,44,877,31
878,44179279.0,602 L ONGRAIS,,ST MARS DU DESERT,44850,44179,47.342372,-1.436994,0.57,44,878,22
879,44122051.0,272 RUE DE LA NOE JOULAIN,,PETIT MARS,44390,44122,47.404084,-1.43592,0.86,44,879,28
880,44149102.0,200 LA JOSSAIS,,SAFFRE,44390,44149,47.470226,-1.626413,0.63,44,880,42
881,44163072.0,LA BASSE ILE,,VAIR SUR LOIRE,44150,44163,47.399277,-1.161693,0.88,44,881,26
882,44111373.0,LA ROBERDIERE,,NOTRE DAME DES LANDES,44130,44111,47.390912,-1.691577,0.84,44,882,30
883,44014010.0,8 RUE DE LA GARE,,LE BIGNON,44140,44014,47.098374,-1.486278,0.82,44,883,27
884,44141026.0,LA TOUCHE,,LA REMAUDIERE,44430,44141,47.23343,-1.248731,0.52,44,884,26
885,44180064.0, VILLOUET,FREIGNE,VALLONS DE L ERDRE,44540,44180,47.548884,-1.12014,0.58,44,885,29
886,44118046.0, LA PETITE HAIE,,PANNECE,44440,44118,47.491664,-1.249426,0.53,44,886,41
887,44119416.0, 4 LA VRIGNAIS,,PAULX,44270,44119,46.959316,-1.779726,0.68,44,887,34
888,44131009.0, PTE PERRINIERE CLION,,PORNIC,44210,44131,47.076096,-1.941893,0.57,44,888,26
889,44224015.0, Le landrais,,LA GRIGONNAIS,44170,44224,47.512202,-1.721166,0.67,44,889,38
890,44095022.0,4 RUE DU DOLMEN,,LA MEILLERAYE DE BRETAGNE,44520,44095,47.562079,-1.401313,0.87,44,890,21
891,44128159.0,ST JOSEPH DU DRESNY,,PLESSE,44630,44128,47.564488,-1.926588,0.44,44,891,50
892,44147029.0,LE CORMIER,LA ROUXIERE,LOIREAUXENCE,44370,44213,47.38818,-1.035233,0.63,44,892,19
893,44047080.0,1 RUE DE LA BOURAUDIERE,NOYE,COUERON,44220,44047,47.237359,-1.701292,0.78,44,893,27
894,44047048.0, LA BABINIERE,,COUERON,44220,44047,47.234162,-1.690555,0.66,44,894,26
895,44141204.0,LA BORDERIE,,LA REMAUDIERE,44430,44141,47.23343,-1.248731,0.48,44,895,26
